Id,SalePrice
1461,115115.87154463751
1462,161367.98407286828
1463,167598.19699757156
1464,182083.55526193595
1465,201998.7063552613
1466,174296.65418984694
1467,163468.1283635093
1468,166495.30212248943
1469,196402.1131148433
1470,123068.46275947531
1471,202662.29685119222
1472,112088.31250502577
1473,112470.72238270407
1474,164712.52437965068
1475,131121.72577175245
1476,385826.65900075977
1477,241036.8291556398
1478,330355.6203903461
1479,336354.123076315
1480,529257.0980434738
1481,307333.1291103285
1482,209176.9961756086
1483,187299.6589447959
1484,178097.80694187462
1485,156460.24185114232
1486,204278.91355862143
1487,351436.0231561521
1488,247754.4561032723
1489,183959.78533879027
1490,210305.73143719038
1491,196364.4453145179
1492,103592.45161783384
1493,164880.2498210823
1494,295242.89883105387
1495,292136.31930323946
1496,230434.74796406814
1497,198066.40269897383
1498,156758.09734697102
1499,156758.09734697102
1500,151927.39783010993
1501,169485.06987423275
1502,145691.2042813226
1503,267581.02317872236
1504,225190.1054077233
1505,213180.7973911788
1506,183126.085445348
1507,243316.33508422118
1508,201256.26046263077
1509,164469.2516269554
1510,149629.48439608692
1511,150616.70474176534
1512,168512.24483674704
1513,163891.19717740075
1514,147889.5702387197
1515,190454.72859054903
1516,148955.06261490198
1517,144882.37926854254
1518,148174.05989568497
1519,211799.7958716693
1520,137556.9904475562
1521,141905.50480147914
1522,163658.2577190489
1523,117223.85386480622
1524,117590.94579863714
1525,118648.27446266617
1526,120642.62030975125
1527,92704.96491247154
1528,129096.68316220053
1529,143572.38499657542
1530,170438.99475796946
1531,107720.99316811434
1532,94936.88312948128
1533,161038.05321447083
1534,128223.35777657603
1535,151521.48924636905
1536,116455.10930206047
1537,74574.48398931153
1538,166687.10908025454
1539,234850.04498930907
1540,127953.95216273025
1541,131236.29340678366
1542,139181.80131651778
1543,200803.12834184463
1544,92265.69022889323
1545,115562.00677729238
1546,125173.02758254767
1547,136023.852976831
1548,135062.61893641518
1549,115520.6581090008
1550,130187.09540030525
1551,115866.99913875498
1552,125291.57471733856
1553,121355.24960487023
1554,119095.48639207946
1555,160934.1153805491
1556,105948.70190104374
1557,109776.96978059171
1558,105815.6215298494
1559,97947.84116324088
1560,126961.2731127609
1561,142467.48023196668
1562,120008.0938534135
1563,115463.4184584003
1564,170071.45635625455
1565,138295.75455309308
1566,220005.51998061247
1567,88772.5941904845
1568,216030.3842448335
1569,107998.0791852595
1570,122302.52867783021
1571,118020.66686338311
1572,142326.1947669094
1573,225064.92509326298
1574,135568.93528426246
1575,220421.58747801094
1576,232327.70832572097
1577,184226.99796380763
1578,114909.0784426094
1579,130072.78469333718
1580,188541.15649195496
1581,131315.75355275898
1582,121869.2979217556
1583,289606.8905707997
1584,238558.19175615543
1585,146795.54802425316
1586,77421.3539272004
1587,105612.92927936181
1588,146067.92391700586
1589,104723.89492169341
1590,137885.94171273208
1591,98769.84883614516
1592,114439.62886771793
1593,117657.50458829167
1594,141376.76020793914
1595,116860.6367632803
1596,231879.1187080613
1597,164291.3871187636
1598,177864.80515783658
1599,181342.84648219074
1600,188501.9728295975
1601,64104.96005897438
1602,110057.03468709986
1603,80508.32515025906
1604,263823.22080437274
1605,246485.85742829542
1606,161182.80365907712
1607,182706.69354156734
1608,212918.5476134684
1609,183544.79072047476
1610,145392.1743239944
1611,138633.08289108597
1612,196972.525328786
1613,158467.34415431338
1614,127775.40591104195
1615,91664.08894637105
1616,91664.08894637105
1617,106358.38472831078
1618,116661.72803603433
1619,131797.42362814688
1620,205695.3848253804
1621,128674.38864723466
1622,143199.72927911396
1623,247676.37667995016
1624,210913.93968069827
1625,115559.1089219438
1626,162318.2496275873
1627,178466.9423925025
1628,283346.707781432
1629,165936.34482184416
1630,366005.35700314096
1631,204823.6397769046
1632,246836.07149846185
1633,164631.7004278192
1634,193207.93822780196
1635,175106.60148089667
1636,173153.72537804625
1637,171440.3735680558
1638,220898.1405741071
1639,174884.50868785108
1640,265860.3402641045
1641,176294.06473898448
1642,226104.13397415474
1643,233694.28272090913
1644,221934.63273023887
1645,174550.8791539053
1646,142331.5768375931
1647,150635.34479036756
1648,147773.86550499906
1649,129744.64418124314
1650,111865.01657309949
1651,112205.82455314958
1652,112449.12904571183
1653,112269.95760767904
1654,166613.93438474793
1655,159087.6659400947
1656,160521.16450870488
1657,163435.16599034713
1658,177555.53610682834
1659,126082.45351164711
1660,147107.83474286337
1661,450543.8556333227
1662,396182.44920013024
1663,378692.8174278381
1664,533926.1610969665
1665,330182.0761275355
1666,302100.5185815782
1667,378577.2317430309
1668,331104.63627142477
1669,298859.89093045297
1670,345595.08270397474
1671,245209.17250015095
1672,463996.786770338
1673,299702.2817900987
1674,248394.41329541747
1675,187216.10673804954
1676,182395.1323628102
1677,198391.53457894982
1678,506368.23035450606
1679,398980.6131089533
1680,324829.4886941221
1681,251006.10184494033
1682,290383.7247635804
1683,204126.4027890225
1684,180240.38764709636
1685,175041.48374048228
1686,186498.2931971361
1687,156460.24185114232
1688,198615.8057226827
1689,195209.11468092664
1690,185381.29277048542
1691,171520.69922499848
1692,264089.1597490858
1693,156460.24185114232
1694,169335.98102468808
1695,156524.14320544736
1696,279881.7862245718
1697,160042.90108292413
1698,324943.77134943317
1699,307585.6331053153
1700,237945.06658704238
1701,262961.29922416457
1702,257756.1817838261
1703,256796.7586905998
1704,258725.5651376617
1705,236631.6506044546
1706,474409.40208226367
1707,222951.2418263627
1708,203025.29062811862
1709,248415.62562526143
1710,214678.1637580364
1711,248931.47933271423
1712,264558.2566849339
1713,265581.6350858929
1714,219221.68081732478
1715,195327.2348395414
1716,192675.04671657208
1717,183967.36327243948
1718,139489.82795669528
1719,205907.7190592551
1720,238948.4555782817
1721,172483.68288218015
1722,128308.81707515284
1723,157954.50182679613
1724,220169.2091353744
1725,230242.88645314332
1726,190313.89697196067
1727,185023.99966206754
1728,187113.68864752844
1729,157439.5361478286
1730,127982.8951834654
1731,125096.00060729064
1732,117608.48973077549
1733,113415.89033603652
1734,120011.06483485465
1735,125740.88307739283
1736,116916.95572076083
1737,299978.4983481127
1738,204767.40652520387
1739,333954.7525018394
1740,226203.58034424527
1741,187495.7039219553
1742,169485.06987423275
1743,173675.5303464417
1744,272411.179723311
1745,256613.84340026177
1746,244105.58174941866
1747,207886.81078218188
1748,234373.09615062384
1749,153894.61862302123
1750,148001.1164079329
1751,228447.81276408085
1752,123211.64789143259
1753,160287.84989213437
1754,199025.84940522123
1755,166276.9358464033
1756,109978.22236004057
1757,112812.58443720575
1758,137360.16644958514
1759,148918.96431782268
1760,167582.49174910993
1761,144002.63093405403
1762,179147.05160312547
1763,193535.3173965429
1764,123205.89726597557
1765,198787.09411655855
1766,158910.85001404907
1767,178465.15351129576
1768,148323.96875063135
1769,165623.38013692637
1770,126224.0950511295
1771,140498.22673689027
1772,154666.33066488078
1773,122054.11082231911
1774,159952.20732098736
1775,132896.919258277
1776,118539.00413081961
1777,104945.47479528034
1778,126820.6463481924
1779,121921.93739873855
1780,152907.13011094078
1781,142720.7508797038
1782,91283.4684935232
1783,138636.4330204172
1784,89777.99738834848
1785,137246.87520723543
1786,162716.27061385394
1787,174809.94094689813
1788,68402.98079970363
1789,112014.6624414559
1790,62680.53397201178
1791,213130.32397778574
1792,157666.7048091813
1793,135371.61313467633
1794,141842.04099219365
1795,136834.73426158493
1796,89376.05479269137
1797,131487.4787026652
1798,130044.20836163044
1799,101726.55817500525
1800,111179.04735559362
1801,118970.01281149012
1802,147526.39968261193
1803,162376.70885248846
1804,140217.37729303094
1805,140109.46335470345
1806,142066.14264467495
1807,151386.00981827982
1808,116019.22683871728
1809,104921.26616154467
1810,132394.29161801687
1811,93775.07541586598
1812,100002.15272431826
1813,123241.76397730887
1814,90970.06612307038
1815,71844.97135974834
1816,98561.83627469944
1817,121316.64645999428
1818,162940.32165993372
1819,135966.85028808864
1820,71929.68753493093
1821,124516.1499259196
1822,159083.46307562533
1823,57540.40716545143
1824,145289.2649201355
1825,128059.72030274714
1826,104958.1316309504
1827,108625.01853159064
1828,132092.11387549544
1829,114037.11754731195
1830,146412.73675384404
1831,156759.7866736927
1832,135137.289215934
1833,150588.63686599873
1834,121955.06930953382
1835,143645.56802911355
1836,150874.65936353523
1837,89538.5414191178
1838,121549.54512448332
1839,91500.91361589478
1840,145989.33475429885
1841,139635.74667015264
1842,107254.2300169687
1843,138227.04221542305
1844,124486.51487795793
1845,143090.66774745908
1846,150812.8851985785
1847,151145.99569888253
1848,67844.49616474083
1849,113319.46523783781
1850,125409.63988868664
1851,150088.90796890412
1852,133916.38909897133
1853,135984.12197594446
1854,168160.28603326366
1855,141231.21776564946
1856,223092.39310439222
1857,267947.53268117685
1858,141271.04544704035
1859,113257.32359649599
1860,164111.17183938748
1861,112347.49692779228
1862,336813.0433363167
1863,336813.0433363167
1864,336813.0433363167
1865,332261.8382406428
1866,327455.67251871136
1867,233038.8728802237
1868,288269.9184781705
1869,191394.837076978
1870,209333.00668697205
1871,263330.4688209013
1872,169113.46214044918
1873,222501.03906159676
1874,137475.80145872306
1875,197684.16268503875
1876,183893.0748427706
1877,207789.07246829194
1878,213333.56574302842
1879,121161.53727405908
1880,126382.37944959152
1881,235871.05140949468
1882,250682.26339513483
1883,201249.13593808917
1884,215058.67217694697
1885,227243.09852628855
1886,292297.68762304855
1887,199898.31046057472
1888,247130.52674160287
1889,163100.78595182596
1890,128774.99998255275
1891,135204.500674835
1892,105204.35317424835
1893,138889.2479048793
1894,144498.67187837855
1895,144002.06959130795
1896,117920.13107516416
1897,119187.41329133998
1898,117749.54527286805
1899,143270.58622568194
1900,119841.86054262158
1901,135960.75087203638
1902,139123.94703605995
1903,201193.0558854811
1904,127179.94765873838
1905,167705.7459134289
1906,132582.3335010949
1907,176133.0601327054
1908,126463.20595857888
1909,146955.55468813886
1910,139767.6820793594
1911,187208.2247881335
1912,317496.4105826295
1913,162939.69861777138
1914,76003.8083593227
1915,266902.2534350494
1916,51466.121905369946
1917,270829.17206182313
1918,127995.37323380081
1919,158826.27439096538
1920,170953.89282630206
1921,399831.98262325407
1922,318084.9606575345
1923,215473.72921564526
1924,216012.371861264
1925,225694.97744669448
1926,379858.21715395374
1927,130572.73171202105
1928,141245.247953139
1929,111650.56600584574
1930,110912.00691648675
1931,125136.29806892925
1932,129214.59495542709
1933,170467.03982001508
1934,173352.4559979527
1935,162652.405450149
1936,177804.84073387136
1937,178761.64965526652
1938,167100.31849122015
1939,283173.0867435884
1940,201998.7063552613
1941,179406.23727297605
1942,191241.30704671654
1943,209117.24438440267
1944,372277.1073915814
1945,366313.0574922159
1946,165766.43684821753
1947,293162.08194700413
1948,156701.89757270875
1949,250868.83382144035
1950,183801.03365672022
1951,280267.5569878469
1952,250083.11596011333
1953,173041.9699052794
1954,196064.8250337782
1955,133666.14165448886
1956,348717.9001557575
1957,158161.45290086963
1958,293607.44375384785
1959,161041.41043885253
1960,110361.77586567227
1961,121523.24757724727
1962,112449.12904571183
1963,112269.95760767904
1964,127567.36869192148
1965,163485.26228588316
1966,157624.57215099462
1967,273813.64055672113
1968,434627.0166731635
1969,374783.88065331534
1970,446421.9214741852
1971,518741.75351877057
1972,371839.17106380366
1973,286152.4781305823
1974,336807.3662674431
1975,550995.651817639
1976,251077.90879551374
1977,353442.2994201432
1978,372723.5283260867
1979,322538.062622499
1980,199926.87040594354
1981,342232.4177481048
1982,207638.85473027013
1983,206039.24030392658
1984,191439.62198224055
1985,224243.5825348699
1986,227945.54839581568
1987,185012.48974298415
1988,178518.15308577396
1989,203468.29368003106
1990,220703.55655619982
1991,198391.53457894982
1992,217136.3223547046
1993,176866.6789736996
1994,251198.02740900152
1995,185528.33485892505
1996,263349.13865019934
1997,371015.92431495944
1998,300388.31627154263
1999,244478.20179663
2000,306016.4988249964
2001,269417.6664917434
2002,244345.87428392028
2003,258048.85056442526
2004,248454.44700955346
2005,241044.38170008233
2006,208755.22989504554
2007,258869.49937466887
2008,186062.22775138594
2009,188195.02155830528
2010,196996.26070076728
2011,140831.82570426798
2012,179882.104398397
2013,180685.41165181587
2014,190041.14773996428
2015,198099.4877052231
2016,187000.64788074428
2017,205964.94112544003
2018,127704.39108586116
2019,117558.98184332572
2020,117218.68966158271
2021,114765.53122548056
2022,156798.06959997388
2023,156794.39998452994
2024,248643.082899879
2025,355044.6659664087
2026,187059.94451621495
2027,149798.78901151425
2028,168600.41819701804
2029,164309.65323017648
2030,255967.58474120265
2031,234001.34004440386
2032,263203.2822569679
2033,247822.25376241392
2034,170003.33555524758
2035,187770.20483892894
2036,202294.29063770676
2037,203621.49291777966
2038,294893.5901613438
2039,211639.37499526632
2040,353798.27612201904
2041,245253.263243861
2042,211285.00435034186
2043,160208.54788932743
2044,196146.0976249259
2045,191709.41277396792
2046,151880.566251915
2047,139454.69126641666
2048,129311.39931356136
2049,156600.0855596514
2050,182127.90215761078
2051,105132.93965300232
2052,139990.15185917413
2053,142058.38648628513
2054,84380.15936926226
2055,163828.96451000296
2056,127832.90001161993
2057,127880.87382088017
2058,207414.9602289742
2059,139094.62575441512
2060,150534.87030757527
2061,176323.0006580763
2062,133740.73549422162
2063,110811.62191542535
2064,132012.44373410524
2065,120913.46887020762
2066,171313.34013101237
2067,138277.62637589476
2068,157678.68790170806
2069,89993.32990386378
2070,108558.7486506324
2071,89161.3776275429
2072,129086.11277057606
2073,139112.22112913022
2074,171914.17097847766
2075,135982.39345337957
2076,112021.23459033224
2077,152926.41519938284
2078,124418.11758578586
2079,137278.55185507415
2080,125662.40897155681
2081,134124.60102551818
2082,151072.3062188975
2083,140660.24938096735
2084,108667.81716371697
2085,130461.24340675512
2086,106738.59073073776
2087,128788.60618112855
2088,108081.55078280921
2089,92399.02101142956
2090,138009.23391302818
2091,99225.80032450288
2092,126379.61823702668
2093,176222.8895308191
2094,116399.18594290275
2095,140766.51505897962
2096,86798.37262579634
2097,82833.24864426692
2098,140644.44986052695
2099,60539.664048974635
2100,102563.1056319361
2101,112429.35376492486
2102,130461.32004343763
2103,83816.20528816822
2104,157293.27622997272
2105,103143.68195267541
2106,78197.9083462048
2107,181726.05490162453
2108,121118.88546383067
2109,111426.58344087054
2110,124571.1050103616
2111,154165.1212168319
2112,137697.06648429192
2113,120029.15402643944
2114,107588.11896360449
2115,159447.84762903044
2116,109144.49722275633
2117,137038.32786255344
2118,129460.37556755493
2119,119693.93767500515
2120,107693.75035141261
2121,91239.14510790941
2122,98581.19290455326
2123,90323.90275105144
2124,178838.47074397924
2125,141854.88866985514
2126,160466.46834585874
2127,152581.16503947528
2128,144044.28203963104
2129,117982.48231934532
2130,140145.28603099711
2131,166247.87380503546
2132,114331.27411134708
2133,124830.74296999286
2134,120523.46757704951
2135,87775.72974836577
2136,82918.61835373555
2137,128237.9335292039
2138,144596.8631566354
2139,143579.2263236715
2140,133622.58527961076
2141,124101.5494712619
2142,135455.7321709355
2143,140034.58090350364
2144,120716.20929732548
2145,131825.3223475829
2146,140660.00916110046
2147,149888.98649861908
2148,148935.1247550508
2149,143174.0618949889
2150,200152.0806406748
2151,119564.78795517972
2152,133656.8330724805
2153,164009.47663677984
2154,105580.40427886305
2155,136353.90223135773
2156,268486.4393729275
2157,227145.73880813486
2158,231053.14865778584
2159,216480.64756729943
2160,168310.57583844953
2161,249336.199601213
2162,366031.7129992517
2163,339404.53986538836
2164,240297.78589641055
2165,174532.9024107805
2166,135181.19860072748
2167,205588.61821351244
2168,196620.5678551635
2169,194460.9067937247
2170,211671.4241833566
2171,133070.38128046028
2172,135146.91185892955
2173,155554.8723957876
2174,246290.12429100857
2175,281260.7887639826
2176,299446.907810598
2177,250332.54173327005
2178,208279.90130791086
2179,142778.13495851756
2180,200825.78451479966
2181,201431.67946712245
2182,231646.8180177393
2183,198623.36334822426
2184,129821.98540671094
2185,115096.32148309631
2186,147557.79566726508
2187,152116.46755638008
2188,158739.65222832604
2189,296268.85576255864
2190,85354.34100380808
2191,85354.34100380822
2192,88466.25235998053
2193,100697.64643476252
2194,90025.42369842352
2195,109315.65505454909
2196,83518.888934777
2197,116333.69323239972
2198,144603.47102450332
2199,159144.17144606033
2200,120085.38021875577
2201,124159.63568473817
2202,148000.29639547347
2203,141179.43497826572
2204,157972.4691770186
2205,124235.43687723666
2206,143494.25538565667
2207,179968.72930201696
2208,210130.67658456895
2209,160513.75260751008
2210,122350.25941810552
2211,112997.86313030102
2212,115770.62975100354
2213,100967.46185189932
2214,126325.77219300391
2215,97911.44100965715
2216,165168.68812664878
2217,45107.97594526551
2218,94820.19434821868
2219,81049.44922101418
2220,86022.09566252926
2221,266902.2534350494
2222,261731.74114985162
2223,302726.50580891635
2224,223715.05045194333
2225,127952.29420876976
2226,158490.22870529842
2227,210039.6703894005
2228,267142.16911787173
2229,217700.70781435815
2230,144424.20748707643
2231,213868.3428247517
2232,180128.943838991
2233,172362.73391149665
2234,239045.6008289433
2235,229380.87344455635
2236,258980.772647328
2237,325917.5661558395
2238,189664.90468914743
2239,124490.81091822578
2240,174569.81202538742
2241,141743.9940861134
2242,134588.2094696744
2243,132487.79776812217
2244,99289.21818665606
2245,95969.28358424705
2246,140566.80168459748
2247,110541.9238640838
2248,116153.78792488061
2249,120803.6016030074
2250,125574.08728656404
2251,123430.21253630973
2252,164457.32320950908
2253,148066.54011872577
2254,163893.0306545417
2255,183162.11971654673
2256,186041.80686855296
2257,223227.53086773233
2258,181980.1523947768
2259,176654.37424462495
2260,148535.07840580834
2261,194281.00827457022
2262,217277.09341327767
2263,375479.7334942564
2264,453009.0293377446
2265,150344.2540480876
2266,283498.10397476057
2267,344345.1107034068
2268,388415.7176693136
2269,165063.11190846225
2270,183254.4844827092
2271,223230.4263375541
2272,209674.66620949464
2273,170432.635798823
2274,170514.71153129693
2275,148606.23573981397
